Factorisations Of Cunningham Numbers C+(6,n) = 6^n + 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
 385    20  7^2.11^2.29.101.197.631.701.2311.9241.585131.1031141.51828151.16336066781.84155540944421.356816447037821.81\
            30967004568101.57019087134151254061666621717728669167279862151.16858682781786639056699757623963158875768137\
            34602518884814507032897572376078922778564469611623599201017894806739723656228505458613353813363210648205781\
            865831
 386     4  37.1203703485433.573447428855263537365759829837.91026489901860017006962693639230291201347610284774221294277\
            48981374516358195999251515901407081946572535849611349158111854085223028786922409876500653122802281175852913\
            3415143576730501688053232964836042056270599170180020815082014027858705024418297617153555241
 387    10  7.31.46441.2322118361887.1805255624146951.25208846746385420431.412482688627178079807598675848631.1158141133\
            22099366440280889676998813124941173548805953.70206660534550454328868963814003094329304809103160059928960064\
            018883119647.3905269735281060247925715708626682759902169444767626954826939905725913229542622744054383
 388     7  1297.3881.153649.464324257.1384174985368468177.9265693135578744537530401.1817111220217966107238337677632457\
            89713567864452191678908438442860229024308246379642666721302805017866602239510341275833069015222157175725192\
            71787733453430651564586466176588135121691364950018841936777033296678517548912330972129050858040521
 389    4+  7.762313187.2982779594065696609685195700602798752702318576538431.315488667181019457837764171533039108515288\
            04753598639231857303916181326673344264305387243732088159082842235635927143074022185178831969867961025994339\
            703751599277673743861152828518690529316482106757416139951474430697293263199080456226828692643
 390    26  13^2.37.61.97.157.181.241.313.2341.3541.6781.8893.74161.342421.425101.571140885901.6291946695217.1977439362\
            82933.1222106886101401.6429178169720749.1095110988527465328644161.1948613642347230963768492935356381.550886\
            25341568479584667598703368001.70034578653340262813021658436649221.15314616572708857393971447961827814801487\
            6398814047535884141
 391    8+  7.190537.5093167.12690943.113958101.170730151.990000731.108865127046712829280520353474804748671000791754897\
            02281282516674342802659022025264978180137689368210145542089752257211312585575195530430796632310951239553409\
            851362867404681407825615710433415239549959531900210385504066391383457306794308513211377985161443114543
 392     8  17.113.4817.98801.4048129.10189440239012883075423169.241436343531817582081933187916511672841851979256270650\
            9822994996928341891639539080237249461142305168510310158276424097118459761.119128996555343051886578327899191\
            5534276915394598173518948009561675699528159437068633968751093399609415230992345381159209177181637396881
 393    12  7.31.5503.9433.118766959.5620905557.18059147791.340167293377.1519139468453.137286124588876043259567675817.4\
            9237080128184668333696569907047.137190489276144335726780840021067641483741511672268853330815940765645420782\
            90867053893393543527788136160152710767888655201214791640231641051825731486078815505896751207789161432827633\
            37
 394    4+  37.3337969.132698503366306271934385117.23825531811224647463872651595428616091065215985397049667277053886719\
            02786989050995102405462971675331719078380099684089464901917530537769626876283093259380454918981558468032141\
            86260109024303928124247788840984319249471843080031280706752822306693427087600206933077019153988897
 395    10  7.11.101.317.5531.2832941.99687312908749681.8592319153827988586815914947213.1321417005758042029149470630089\
            01.53584745293116238261690028491325524281921938374368059207472002103018206202557803527329593483651309487999\
            15925705700282836299243408417940019049311235173471737984294441811986963865248175011681444688927862751195131
 396    15  89.577.1297.3313.602977.1678321.87917281.1581003091009.2478750186961.332526664667473.6416538652864923578689.
            23382324279333844748353.150080764792922988676714149209.3575614199333163052319359756325100920067071981903146\
            88497.68243573443781984146886613429953639860942427666710310501352789290910390232179708299045549599754563174\
            2743761
 397    4+  7.2383.296077043.170773148414507219374752757933813160354826205329677354973006448919489534737919149256075444\
            12206854347905470679784987211685877432861173863874612141163974348371011847283274768288680402527465981010942\
            3049199366086725202128385836633430562052533968581801424980522618437654906297067402827086830410604739
 398     5  37.28657.773713.81428796036994210780049931080405416482699461473.7575430137318535298855175247150396494321801\
            49427491707852909649399846760553111405400297141704135974899014883846435100214002954446515554257466073255275\
            22209205612301542744784857635306577789883790033325035176954583738238047154075189563426491615001649037
 399    19  7^2.29.31.197.457.1787.137713.1050169.2527867231.9951571519.48713705333.1268637449760199.278385084358754390\
            51.190324492938225748951.6110613202111672866319.7166223173689286639550500253057030611.159485446033684670956\
            502580343575184519.5149683926251130706863076908530327713541360834083548768097948118402537856054371434488197\
            05645837162337969
 400     9  353.1697.9601.1520801.4709377.2810800069601.2347110840158563816028186318246561.5268698971721637892050105264\
            560801.1272402013170293478674548211793267189835787396070063088550915620930102904315183795457349988706521800\
            45060151677648165088518052197982896079182335017825949640086218109958313701448611407263981803158160126130347\
            201
 401    8+  7.12740573.44217680531.2854879326074047.891057146548256278053581.544941037145229769821495461.21242865178523\
            37834423895411378087.94126633364306095813116431775012834764004620857842711770070106600755269450635705035376\
            272082919206071607161715304293093829599393761371571405519202404675801276282502382109077044760108938419212473
 402    11  13.37.97.1609.4021.18493.98266387530667777.6400916741826776608939188781.75599444974868160414623812241680515\
            221045683323460441095836758899973.1963770927830005232460115099791324382574936664393765083351745217172014811\
            9901437422753.125814806566293343512717107386656014387226129353382573391176468531166068830777098468165828041\
            6519961
 403    12  7.53.937.1613.8867.37571.860809.160663942225879.5543173075200321107.189491931189200021056951.60877952441030\
            437680144841.2382002198041755320371247651258890863109760064526996382640140694587013418889442847096691866907\
            40829490505476843787887157302840828977552560071321394401588243340423307976281442010104521841174608067602913\
            96557133
 404    5+  809.1297.30200536817715577921.123791732065341556478057.6018806136844657168724988662938247125805478822781754\
            80412388366071901142192073436803443116038850200818382678953312039776388373664806682318975919277796801811623\
            28994719662303503601157415590577146480240947486695439251539244201998412905296934139698160250426734004935137
 405    17  7.11.31.101.271.1783.46441.114967.1950271.149862151.883383463.2195738619437791.4760317816590150361.58917651\
            85545693031801.3920344350409644507093715799617.178788729970281283830972402140920212721.20437353318192532400\
            81969487231401833612041023826867630835403281972554682053165032871109399540345936549338990185127290783796511\
            58923223321979120841
 406     9  37.349.421.5030761.52633735380319060776466277004948109.105134528469779071670501631159328247729809.489617421\
            78594690781515891793166627263185944567221.5629028602055182030091651728745468013898620746739377958181.203781\
            54070937912788543981979138034557895836505604894785550209798885378258077286328576605682518134923144213398353\
            5552849
 407     6  7.3923.51828151.1096762734443.2054788991719.158999927592333117257103226731658154518819020878413437934365882\
            55210185399794378568916735077911571198213701067348621604436056980730439895118817697635344369583318929174663\
            23629226964618356017166094818228962850905332302853598612795949999868560826016353850326289380512059440749773\
            4151
 408    13  17^2.5953.6529.70177.98801.2823361.380776609.473896897.158141084859073.2376897969771200667937073.9928881545\
            5520840807235996920044600210225144104025390622895152906095538881.206631963473611366003728715918737910877633\
            98302356759729886913684552174559876312005758934276382280159626529829012794254131595063790465384717140271941\
            8248841339201
 409    4+  7.1637.9817.16320591569259574733209605298890186126809761138086132599679637333011071904169619601292979638055\
            45466560858885270863015855848206924664936252371540216001091721748225011124714327859993011133286266555788432\
            58890986672482265580111788446619341613385887297915561602431632848675915315858341965799191370484303445424608\
            99
 410    7+  37.241.6781.4046701.174521133001.246179376206361788466441901958293949537091001.1047850533592969794271371401\
            09677534866560258390506014769245981600975481579933035796471539530578828461047802379603830958010835705118472\
            36705802232660444572602715418512575254861189374145351155227595031118660223229003518558709076487289206923859\
            77355301
 411     9  7.31.823.51480217.4582965162279152779295741463389.105096330536811591087217579528756009.24481404952782910425\
            292419120143543785305132276665945531342960238107.3174199219708377895081798283074716850927156958270481169674\
            298018643510670923205511.1920699143556570866154348766519700532575938354806678539342941945639838564166471974\
            63148732103
 412    5+  1297.19419209.152763833.410765312231004491778271097.2509165673878561255890786143583379130860715219009197060\
            28214301206424444254785768790365254604686763931369642544289199685170800563270149091787951955584261711482526\
            78563637848659497201197656309930139277143559214152073831944979104518602716510111759584871658836567084556151\
            6430969
 413    9+  7^2.29.197.827.587287.791016076928385931069567.1163658999540220416412446482708919139658591671.1901249725140\
            84521831990700340659191681074964489404212379538007227239109228757231467611556354309209173456898218068090021\
            29852074386988593098904190185631611427105837282512503893115071965088634768220475641741744638084991882769702\
            512660582237
 414    23  13.37.73.97.277.541.829.1657.6073.55117.102673.284833.2259889.9564781.12344559539431993.14030036355387001.2\
            3027140435639321.128407494947883673.279219519230141641.31739306955000318682004605762105132924971289.3993796\
            424978232211009809126923103949741912333.11959280174921358157113444778096591384713470257.4439432028493323948\
            20363031053314614521882072303595577
 415    12  7.11.101.29881.710813.6547890917.21608536062644851877771.54824363564629401758409941.72872753308533705424465\
            921.490473249828784216106792922992242097549457241.96897056943064035483161580450912377808223202051.193025572\
            76574081151737968973059129662889471927553849290544314524114904019111857687544447742007736720058562288672410\
            466660837702869181
 416    7+  2753.145601.19854979505843329.5610527130318887377994480257.7899399418467823944071591002043328739345217.2616\
            5294780098698945742005368786321206932769309711779842645057.556873786450676225616523100688047471478216172216\
            72546226567862639755406794239089904000187457105013521431895729609700239562167894343594657082668344858577810\
            243436975617
 417     9  7.31.6673.486223.478404033683.72630570975014657249586829163473.37886767508677074626486851286436363591828610\
            260125640504327418509298838929.4346412395063400741689627027452822907787708595062014347855027860089768273420\
            13029086051111724237.76545960703607246207808232862922620151858407264816812789127562800251785103814542434697\
            55979357889537
 418     9  37.58477.70489.178069.863017.1030762781149.93714790877401.9736145643041809.83936895289001448805316951173694\
            99960609235002855441213918175439227658865974473245611454863747862715891712237356003751951829055413875650812\
            72507641157574022317482438763160101747364593801239397770103074793326818132325564455722685143886193887684034\
            378210210601529
 419    4+  7.147657799175717563460215211071.203834357850160141576497772500032189.5269168540294421647959642902564009545\
            50551860258212910620120190305958394278403600522769838043294327577445225966205567435544832205062409524051063\
            62998674441986864673787428668697922191021706588272428501782449390731916428198013513263485506563649449379692\
            3976267709
 420    17  41.281.337.617.1297.13441.1678321.68754507401.81035189089.1176362433121.123099618068232205681.5925751096274\
            00042641.19100900655540830489319601.32182332471663935745292081.18113370743632814324076208847332383061549421\
            6665374481.4098248663274279133275014316224239285844931775661062561.4356004360361728619951144402845124466880\
            0307206323080880242285115795121
 421    4+  7.32704465217922008175370301404923707.99582421125355272185777439647260776231868705733.175302713500929984966\
            46335352398070443443564338870832999549656038556248044132112496187736088005920478646594588261133144903121879\
            00541867179347733189054623758184609439174246742912484942647337620734552791913047976454394721547737461529122\
            66940540721
 422     7  37.164581.635533.2475022074841.194945778982624777.7182382972736028583822349020404781.1787914157946153205128\
            09557328622860805088241404408695420480837380377827782596176621306974293855139773560525650383633184412990600\
            84911738381937029892165863099945355963606687117742734788937920723731210219866895742510053059634672519603264\
            59078749216941761
 423     8  7.31.1129.46441.187931374492447.534577564460822791430647883899825591.40009387264831544306168047773517234504\
            4266448557214947007104507237639.314594956153527593993970550107370917061826853435163049897909327255246527653\
            61795970423271466070297597862721482807497792756925140211949707123472593061193399463460443194378660493224117\
            7427751207165719303
 424     6  17.98801.1828522365423361.445214738087767889.40592127272306287833159196885729.15552789004730431673184859122\
            93795954695882944046039074190276634255574523880541842970302487738947827034529993960427805301325723732082516\
            72649499279130701921301783257740693843376593259630461648783761866548796147722594953044376551892898895857806\
            53319415469371601
 425    11  7.11.101.190537.12690943.82908151.1383638161.72085651321561.3655688315536801.740797672014674927371043791.12\
            29868675027779614332653184291804957449899808888700889743913264621189184661361140771876895313529247449760188\
            81835913276545877404405442223381295219013975187676225355206138622809315420981927790949756587440667725173881\
            86474162513502862942018151
 426    18  13.37.97.853.17041.4485781.99535753.5123509669.15006883477.17403644677.61803564541.253055139049.33571579633\
            135513.1092776175604936226930157745921.969155837815909463425781176679854621.9980312232257974203912103472923\
            24050589189816321.58220022739632174549950127401919425992936844184277.23736380671085708036682019277151951485\
            95330691928992993098785630094986841
 427    8+  7^2.29.197.9151.252021905075093160850949.4577830180684945360162613198286645069141001.6308950009664286544104\
            38712790907035901521577061915192069764975255291559166144810279889795680091543484734706381612027737436374282\
            22933251766354006189224932003131425823501380947767101770993599395849616523546670646373090908391721856811063\
            783373401062909999899
 428     6  857.1297.154081.178540528582082489.45120213087522758245045677588529.810881364338901331828630871220580996536\
            28555671117508208056693177134001735675199891898066268180293938057752368594115069728709156226404600814676448\
            07731837793492789367801654063339424148876878945201219907725298085108925270979220197061542303969715306395036\
            43193797584503208593
 429    20  7.31.53.79.463.937.2861.9049.37571.72073.194767.868999.3712567.8857759.51828151.111042361.127236649.8642974\
            3840643447689787013437706799.262364261626614073190794060886242231062333800168417897597273617903167172733704\
            458773.2628403267530492466531313688307691848928887268273736276385327284491044887639685952115562499616356513\
            394548030939052577173269921359012488727
 430    11  37.241.1033.6781.6501601.961930094882417424121.2914764989376043020733.284538565978367336386479235921.115101\
            67124054813592781820845997449.338437085257076317785500169849550713923836310783461.3191220023052713101017500\
            48394531104790345285016014739100526626868999195964355361281341062389766215789157865155774436423352185516009\
            80804648494744136773975603641
 431    3+  7.7759.4449232730978889432353481169198037846946186651950228621706453588699629520092286848958681176040675827\
            70631339457654485544093070704366475915459021871424727216114629454869941904166420637592034297946119304519855\
            34653121374917022345365110283057220213029538465804831609642935088060103882784470638229491643056111353898297\
            08066390468593689
 432    12  193.353.1697.8641.115777.4709377.31057921.354938113.688490113.6931400449.1401926883517963872459332829890301\
            73642038868198120943575131073.36091711270812371123678378079542611349319837616162738147895063003476297059565\
            02257111070100684798900646415447118211992192215857054827582554741623420959632009621448856701952445037691399\
            01632231313827261429275810665217
 433     4  7.6649607265258689507977.1722823570857721499847173811539.10848172317471940207461583361138293176378734912297\
            63566939473802409124142056302733558990159779206592361274797236611314710687084092656466298746798246854443400\
            08229370999872030307749640917281084966518677159404530045796274402987838606900647015126429904716112398750729\
            696825887503496712677
 434    6+  37.421.5030761.4360499463513733.47552767764994953232854569779888803761183529901.321227800484926783766092349\
            96062549060641996691699476751249058238127939003386212640571433927529341449556584035390410829331557205473653\
            66763572211771225630127902653767895833169677996693541898114081422108309470327273597007886473816774762066306\
            205452109308459255313697
 435    20  7.11.31.59.101.32713.68209.92569.168491.1439329.1950271.380675809.519258631.1243596271.24378360481.35969851\
            301.2727192763388813.71188611917485018014870131.3845077612354278598518780885281690026242583211.140060513715\
            43199752231845792609030470517165160632945408807878677844394321148034986059448515502865750132209109295382090\
            83914732502524843187793976520646585166885774641
 436    5+  1297.225236729.190289675127298323493913.39261498390673694111920335603137541262097176417.8609618039809492695\
            43492027191675903094861245303675533103667061844994612847479192471761047434265916226153578070499137721864045\
            33597827673452565842923491128760195045944498424003076053251019019435641357113246407218282783185668851053808\
            1872823039921365851449409
 437     6  7.1787.113958101.990000731.48713705333.16399928006369713004098272892405587631147096821171025206420678100960\
            39155429253006853657078665741387969352531494893599907663687341343503697499336664017948921968874210963675329\
            92158528883588183835413801908901585216593677632269399204990871314284576393924606336475676111236976765773669\
            307415435677128440751325191
 438    17  13.37.97.877.1753.8761.16658893.26245837.20007314401.51911357917.3329634082406617.283480200282934561.432212\
            8701610242421.6898119095402110707133.132193341160971350807564597762518813.169135359357385574939753275363388\
            3507003982105455613566597574687032290778900049793080764041.376743964021753399167997141779290197300070393356\
            58112415666641111713755503096967184005923301
 439    6+  7.4631572921.1295193187753.106761339748307922218839.343817007707621462486235847.263327641501588817533842644\
            90749383753246042895966081758336342465633612969061236929733479489545253009810949011044583621710191828768835\
            31904771642845063928469161275586650876074661589149651003934539508353880808691205335123237119599359562277221\
            42183878998448038851993889399
 440    14  17.881.17761.21121.98801.3696985841.9307950433.121206120881.975773245921.18444967576384646881.1358282291592\
            6141155919400321.8501907311931118245589440015482543855463013190401.1919754570514282744718388145551876037944\
            1910619182497.263619049173162952371663748599915589614747611962256619458612221428736725144704106954808862005\
            16738949110450232409794078159245507830481
 441    22  7^3.29.31.127.197.2647.46441.32670457.49815361.1152319183.2527867231.154260982009.54647204793679.5289214023\
            77887.762332681442053.90179616936384011.284341596598806304469490287563303.615146535420368388383006290617321\
            8740292621286631.52185560309040348461938953629162458695888105633829186827520460060809.116155337848025364344\
            600196688369765567818882200467546435251737338689271
 442    7+  37.313.2341.934117.6291946695217.8289713345361373993.663711542753857435389227756998113218709061475345037262\
            09126527794674591665220336428662788423757207327096400302159239904412795530797004332632693032130236929161282\
            68189106606946138446073280738171143152258605900697470405028917187174297893788239475824320059268348042176944\
            7682298395523954429164072730661
 443    5+  7.6203.102288062363568019086810811979.539629272555611931390066012467.21947428692194999019667068327532177626\
            87634785424702614411902513396050920441571415387409659288365272574141475573626544101749273042818540494991835\
            55986550855616759819229079269633566920152988804857458538780141520719637706593146821568766506961496299038661\
            237251585557362618012450992389
 444     7  1297.1777.1678321.12950593.10742681826196124641.81291046153759735178927733770891174404842652323460765701539\
            294406415711819759159724497.7214523577203410816204941153180434620520064046477639123656923705581040201494044\
            32630403883466579430507512443920752337462354036878706890346285516356190469451128261534977624537812896232874\
            76798262771426701584459557837475873
 445     9  7.11.101.179.2671.1281517231.1039460507284240092018464682481.1437176850540020021056024701236917910178773041\
            847685459251313907949.2660264052671889415367292676916223385312746381516854954382742837830386329001972254731\
            18990962547015887032921239267886877365597501378819725188427441776702602713375173032864269953262015727173562\
            8127904574704722535053729452346989300151
 446   11+  37.2677.74929.45518761.212600173.234813621241.16259409787177.2875980080674453335965149.71039051980157813296\
            119317257600375073050644193.303443655967859052958524113383756061151471131042677.668366135959208140958593116\
            07727185047667011824218387584617726687118332909691802393052967446538763735495644285773603818240334098776145\
            46796276781203888375860770436542459597093
 447     7  7.31.17808481.3908095969.17334857534194004624977.1806534126100647194097596047551632860649143589145163864525\
            91310112041038693160794888133552030773239.14414203319815404492028723102406840390455930077932326206507857034\
            67171468240769666431103457239533615867935779436594776546246524077430866623866465926010026070523036116448850\
            3845944568282327336116803550382318383
 448    5+  4926056449.12092735873.447183309836853377.28753787197056661026689.53401761167342344576191650081372333222111\
            80489509669320246242953986656411662029922282612358362298146858567852724203391233277695091299406487337282705\
            36043477926180406949499784277199124431361357142316329250590335735821087943453249512233760663631903908677222\
            3024854237577550435071455699517057
 449    4+  7.4979411.461614130871055708167600339498862163996853772078731904511147.152530366208433055705229012500107433\
            54808138009164873058458268795653692815449867131897573833270427253304085299075801336332355638460300017910204\
            59051217101824417100177150029065964186411379471004770769723720391351317655484108984538903783493786717286087\
            101327414110313810791376501217063
 450    29  13.37.61.73.97.181.241.541.3541.6781.9001.55117.74161.211501.343801.22243201.38149201.2106930961.5771844901.
            15198535801.26922319201.2724303865501.312241283985799801.1748016735462726601.5597780112726834061.3408009816\
            14130538049401.13744019238016248925287701988601.32010040281011182473516263346556808899264801.88723594514148\
            079292258135039255798746157863514627246100859202569440121630890141601
 451     0  
 452     0  
 453     0  
 454     0  
 455     0  
 456     0  
 457     0  
 458     0  
 459     0  
 460     0  
 461     0  
 462    28  13.37.97.421.3037.7393.55441.58477.70489.96493.449989.622513.863017.2123353.3834601.4629769.5030761.8041464\
            49.6055984789.16266405013.40590776689.938733964477.46094532937993.81154591004568313.44730933830084474416012\
            9.1277969294693111717104307737395968597974249.1841538103004188185845829737030612841886440632065477.60481410\
            080714565962597769493112579168375675581652035573754794818786652644638545909
 463     0  
 464     0  
 465     0  
 466     0  
 467     0  
 468     0  
 469     0  
 470     0  
 471     0  
 472     0  
 473     0  
 474    12  13.37.97.3793.5689.10429.18709729.317233981.1945096921.1038794950457094231169818431783310590602879450041427\
            638196045251184324675231333629697159692409.2298545838752476039604993395651994124706282986500789015123562348\
            284965796209849504091831021373032973033904327664158129.2410698977326475484765744865229285153106855864493807\
            255613265097266120058824502353740953662740773292098396449413176273
 475     0  
 476     0  
 477     0  
 478     0  
 479     0  
 480     0  
 481     0  
 482     0  
 483     0  
 484     0  
 485     0  
 486    19  13.37.73.97.109.541.55117.591841.171467713.763296049.932461936453.39661919912737.170827321094639893.3409463\
            117689442128783261.26411543817830547235357966561.31714835472740596249852635626281791475129.1047532535514129\
            255363516988891792003940353.62229566018558125625472000560147481940150441.1505946514933770744740648999562974\
            062927077565950341379548492513099754634308315766304844339252097154232867370368221137
 487     0  
 488     0  
 489     0  
 490     0  
 491     0  
 492     0  
 493     0  
 494     0  
 495     0  
 496     0  
 497     0  
 498    15  13.37.97.997.1993.778873.3020869.13852369.161184670755001.437801891817492814657.62492225855662442512009.245\
            351666247788560312408234856037538218169.280970499723962289858902531662958021839590057517.234351588126488179\
            434338665859706758001520701458550069555827900658211447657066892677.1535804123928999640358240293543021715944\
            0728287829525345817376937180778163022582600559922435695716682868867050307349422023025569
 499     0  
 500     0  
 501     0  
 502     0  
 503     0  
 504     0  
 505     0  
 506     0  
 507     0  
 508     0  
 509     0  
 510    22  13.37.61.97.181.241.1021.3541.6781.74161.934117.1785001.8289713345361373993.12346985995648844989.3728104769\
            94982432801.2244807299700346905001.2953728137900959095135649.41819674674441587529015061.1153946564370254198\
            24224817341.484601490571886903493518015104501.2169606950470009812757444053435144135777782075252189652272440\
            9406821.1489581882120029215730932473804282180252192675861864945049470316853834801330843501956086376253702821
 511     0  
 512     0  
 513     0  
 514     0  
 515     0  
 516     0  
 517     0  
 518     0  
 519     0  
 520     0  
 521     0  
 522    19  13.37.73.97.349.541.2089.55117.359137.104485957.3347320129.290924056117.2797958656485541.947349493773774517.
            298589131777670304546904897.105134528469779071670501631159328247729809.139958986200781590247797894790946973\
            62727841.11004470238497500669439676090427215305872294353782744732944208406700028805643376613692815311528030\
            1.451783694182397296686926297875641472978034313387256641740038696728415249437784276946228349707076591749063\
            58913
 523     0  
 524     0  
 525     0  
 526     0  
 527     0  
 528     0  
 529     0  
 530     0  
 531     0  
 532     0  
 533     0  
 534    13  13.37.97.1069.2137.694201.28031381649109.196947355253345341.723739848857641030189.9287476891372058290085891\
            1299754687243149941868501755733246139460861.943676408565322984279844306380513862900179721637307961334427437\
            498481.8160057824714938356369796983758771140154691077264745456757138941149006942607578192722361746213549.16\
            12843426300980132999233890732053444023412664131573615358181831070135784712962775977019079997718657215735763\
            41153
 535     0  
 536     0  
 537     0  
 538     0  
 539     0  
 540     0  
 541     0  
 542     0  
 543     0  
 544     0  
 545     0  
 546    23  13^2.37.97.157.313.421.1093.2341.8893.15289.16381.5030761.8955493.804146449.6055984789.6291946695217.197743\
            936282933.6429178169720749.1627627815399713377343163471649631733474853.114914202212121832713754436559469981\
            1389416061334853346818263356897.118841908566138495218223230926260491634252243744081272761770502062130410567\
            5607013522505083016934528589.266085920444727898659592396785172041387314858767587239246821432689282572593998\
            102320373608873205685182310309
 547     0  
 548     0  
 549     0  
 550     0  
 551     0  
 552     0  
 553     0  
 554     0  
 555     0  
 556     0  
 557     0  
 558    22  13.37.73.97.373.541.1117.1489.11161.55117.316201.532333.1680597049.1802142841.95388829922809.15746275220425\
            3.21124214217163783261.1520168756245321923557857.90894891114767542107085231220047282656023221.4755276776499\
            4953232854569779888803761183529901.175103041183623247839300831863600788933672516993626764103534353037593738\
            0248069.123469381611725865553374669130707249350039149920315734408232061326094544670567980003549211484601341\
            454316145738750035494704500717180662257
 559     0  
 560     0  
 561     0  
 562     0  
 563     0  
 564     0  
 565     0  
 566     0  
 567     0  
 568     0  
 569     0  
 570    29  13.37.61.97.181.229.241.2281.3541.6781.25309.43321.74161.300961.2197693.2358661.1030762781149.3817262181721.
            21905019726901.300537265358917.6197208621830041.9736145643041809.18805516694127001.347101070179037778781.88\
            8066870806284147801.659334264781883756771821.37179205296907498492573326894864594471779759746619761.50835774\
            99761226245279082852778475930283511762970411573592601057188622021.15772489361173442916363901944985331582103\
            08372691725976058585528371086639949395349560241459599761
 571     0  
 572     0  
 573     0  
 574     0  
 575     0  
 576     0  
 577     0  
 578     0  
 579     0  
 580     0  
 581     0  
 582    12  13.37.97^2.145501.572240484565153.1696995935981617.4043711238187229705754319631461.108311589194914382664863\
            5366282163052400438187303499464609499226261.897685433074748795890899526005387994076394436032077605771082262\
            124590558455716093.7343720804747936789060214224635140491485500026705196640004870928894816899907344006526833\
            85304876957.41468508930660186992755796469443616183540950626688896064144781734321084151121252092619541786535\
            5405806536200265358308299646521726318293
 583     0  
 584     0  
 585     0  
 586     0  
 587     0  
 588     0  
 589     0  
 590     0  
 591     0  
 592     0  
 593     0  
 594    35  13.37.73.97.109.397.541.3037.7129.23761.55117.58477.70489.96493.591841.622513.863017.3155329.4629769.289646\
            29.171467713.13705107769.16266405013.697344975757.932461936453.15536649073902661.29426749337349541.11849604\
            71459158549.254253859796489462713.12335988891985043955517.17698960601683054308649.19429747183583833735981.3\
            512830966112683782744191389.453372526512648209926939741942717775273608833255158238145204523014378533086521.
            595539413448840456705308598574438296484270629842410286016349517237977247724969189901
 595     0  
 596     0  
 597     0  
 598     0  
 599     0  
 600     0  
 601     0  
 602     0  
 603     0  
 604     0  
 605     0  
 606    17  13.37.97.1213.3637.25453.215737.181339441.73805592037.53902351586977.257309257577257.343320968801689.930985\
            424669173.19472139427564696216240566673.3683835766439425187700227066867049592254580268697084036979350353332\
            1848433908121711331349239342110926153.395666672236734606509610128318397748439846570760380264055116038461957\
            014358460611709311172913627482394120857720381.1906083534650966050287426960621066498225868099523909636577805\
            45004553050646190359193551693907856467450791366240702133303288581409
 607     0  
 608     0  
 609     0  
 610     0  
 611     0  
 612     0  
 613     0  
 614     0  
 615     0  
 616     0  
 617     0  
 618    12  13.37.97.1237.33703023049.8408219407597.31712196448668781.33479895313601650365695117603613865333.2678624143\
            952808457516330191792080322718547840887752493464690277.2389681602505384198978460649734093962597663968801775\
            3392727776672113117628170996269.369879648073557872165514368679024625965104658091694993487972639203317874737\
            69935531277898453538839118098523080047242829.19208376701741498826605081766007350374161695055885519205193191\
            3484968946627716108604903830374914267579403343703359408004656450382301
 619     0  
 620     0  
 621     0  
 622     0  
 623     0  
 624     0  
 625     0  
 626     0  
 627     0  
 628     0  
 629     0  
 630    40  13.37.61.73.97.181.241.421.541.1009.2521.3541.6781.9001.17389.55117.66361.74161.211501.5030761.6797701.9120\
            301.10339309.804146449.2106930961.6055984789.514379712421.13509594555661.21387387918961.48129311534221.9226\
            830539692081.5597780112726834061.41649085891390429201.1708114263204222806519161.121851926001325703846112380\
            29.34640925953158940597772893101.909797658724252287447740245321.2531978618650256393162606524681.11126540935\
            75170395130116133355876465315568239779654481.16138747486155011512146886908457693922572797685571209549657661\
            093772642541
 631     0  
 632     0  
 633     0  
 634     0  
 635     0  
 636     0  
 637     0  
 638     0  
 639     0  
 640     0  
 641     0  
 642    14  13.37.97.10273.51141721.5972962561.7254122353.1426969200507388358761.1740269104463086681404229.533550328536\
            694908746148449547022477.10200602444075618255654001255237011614621.2279025706669936316193147089174678829439\
            167292702464813046161730793641.4694091490797798925176254648646896565694054447163334844529505583070133215222\
            72251078136967936750947250144823702996867810274809.24367200846564376231988382743887790093545208818793146322\
            28515870143107043607898790296603431408753147620862795161758314977755958333681472949003232837
 643     0  
 644     0  
 645     0  
 646     0  
 647     0  
 648     0  
 649     0  
 650     0  
 651     0  
 652     0  
 653     0  
 654    16  13.37.97.132109.878550901.70971053221.7163969211901657.335790424559680201.2880933848374725856201.1518769073\
            54130504916630163154066721.1480112921488586442378283240412840195548801.378303336925281668396000015238257668\
            8052300376449.33688366993880452076938518465504180521733150100933.689492380616435250620242046493112338675621\
            7534377965706106654189483085207293.320132004294579660572702755107475595063322850213587223023493365275211652\
            344663709.483614997106011535198128727162935439157014227006851619636973271318268246174959830850192520553
 655     0  
 656     0  
 657     0  
 658     0  
 659     0  
 660     0  
 661     0  
 662     0  
 663     0  
 664     0  
 665     0  
 666    28  13.37^2.73.97.541.4441.17317.55117.270841.82660813.242345413.12023017393.343237139281.6802442095321.2057604\
            700829917.2714523890620249.3300043400835529.7807243011842089.63717427974558037.5564977113525793021.82968757\
